Player Name,Line Score,Stat Type
Malik Beasley,3.5,Rebounds
Clint Capela,9.5,Rebs+Asts
Clint Capela,19.5,Pts+Rebs
Clint Capela,10.5,Points
Clint Capela,20.5,Pts+Rebs+Asts
Clint Capela,0.5,Steals
Clint Capela,11.5,Pts+Asts
Jalen Suggs,1.5,3-PT Made
Jalen Suggs,14.5,Pts+Asts
Jalen Suggs,3.5,Rebounds
Jalen Suggs,1.5,Blks+Stls
Jalen Suggs,18.5,Pts+Rebs+Asts
Jalen Suggs,15.5,Pts+Rebs
Jalen Suggs,11.5,Points
Dejounte Murray,8.5,Rebs+Asts
Dejounte Murray,29.5,Pts+Rebs+Asts
Dejounte Murray,4.5,Rebounds
Dejounte Murray,25.5,Pts+Rebs
Dejounte Murray,20.5,Points
Dejounte Murray,1.5,Blks+Stls
Dejounte Murray,24.5,Pts+Asts
Paolo Banchero,3.5,Turnovers
Paolo Banchero,1.5,Blks+Stls
Paolo Banchero,27.5,Points
Paolo Banchero,33.5,Pts+Asts
Paolo Banchero,12.5,Rebs+Asts
Paolo Banchero,6.5,Rebounds
Paolo Banchero,34.5,Pts+Rebs
Paolo Banchero,5.5,Assists
Paolo Banchero,39.5,Pts+Rebs+Asts
Jalen Johnson,26.5,Pts+Rebs+Asts
Jalen Johnson,11.5,Rebs+Asts
Jalen Johnson,23.5,Pts+Rebs
Jalen Johnson,18.5,Pts+Asts
Jalen Johnson,14.5,Points
Jalen Johnson,8.5,Rebounds
Saddiq Bey,12.5,Points
Saddiq Bey,19.5,Pts+Rebs+Asts
Saddiq Bey,14.5,Pts+Asts
Saddiq Bey,17.5,Pts+Rebs
Trae Young,40.5,Pts+Rebs+Asts
Trae Young,30.5,Pts+Rebs
Trae Young,27.5,Points
Trae Young,1.5,Blks+Stls
Trae Young,37.5,Pts+Asts
Brandon Ingram,1.5,Blks+Stls
Terry Rozier,2.5,3-PT Made
Brandon Ingram,27.5,Pts+Rebs+Asts
Brandon Ingram,21.5,Pts+Rebs
Brandon Ingram,5.5,Assists
Brandon Ingram,23.5,Pts+Asts
Brandon Ingram,0.5,Blocked Shots
Brandon Ingram,9.5,Rebs+Asts
LaMelo Ball,35.5,Pts+Rebs+Asts
LaMelo Ball,29.5,Pts+Asts
LaMelo Ball,12.5,Rebs+Asts
LaMelo Ball,5.5,Rebounds
LaMelo Ball,28.5,Pts+Rebs
LaMelo Ball,3.5,Turnovers
LaMelo Ball,22.5,Points
CJ McCollum,1.5,Blks+Stls
CJ McCollum,8.5,Rebs+Asts
CJ McCollum,1.5,Turnovers
CJ McCollum,22.5,Pts+Rebs
CJ McCollum,22.5,Pts+Asts
CJ McCollum,26.5,Pts+Rebs+Asts
CJ McCollum,17.5,Points
Miles Bridges,1.5,Blks+Stls
Miles Bridges,2.5,Assists
Miles Bridges,19.5,Points
Miles Bridges,28.5,Pts+Rebs+Asts
Miles Bridges,8.5,Rebs+Asts
Miles Bridges,26.5,Pts+Rebs
Miles Bridges,22.5,Pts+Asts
Herbert Jones,3.5,Rebounds
Herbert Jones,10.5,Pts+Asts
Herbert Jones,0.5,Blocked Shots
Herbert Jones,8.5,Points
Herbert Jones,11.5,Pts+Rebs
Herbert Jones,1.5,Blks+Stls
Nick Richards,16.5,Pts+Rebs+Asts
Nick Richards,7.5,Rebounds
Nick Richards,15.5,Pts+Rebs
Jonas Valanciunas,15.5,Pts+Asts
Jonas Valanciunas,22.5,Pts+Rebs
Jonas Valanciunas,10.5,Rebs+Asts
Jonas Valanciunas,24.5,Pts+Rebs+Asts
Jonas Valanciunas,1.5,Blks+Stls
Jonas Valanciunas,13.5,Points
Jonas Valanciunas,0.5,Steals
Terry Rozier,25.5,Pts+Asts
Terry Rozier,29.5,Pts+Rebs+Asts
Terry Rozier,23.5,Pts+Rebs
Terry Rozier,8.5,Rebs+Asts
Terry Rozier,20.5,Points
Zion Williamson,2.5,Turnovers
Zion Williamson,27.5,Pts+Rebs
Zion Williamson,26.5,Pts+Asts
Zion Williamson,32.5,Pts+Rebs+Asts
Zion Williamson,10.5,Rebs+Asts
Collin Sexton,27.5,Pts+Rebs+Asts
Collin Sexton,2.5,Rebounds
Collin Sexton,24.5,Pts+Asts
Collin Sexton,4.5,Assists
Collin Sexton,22.5,Pts+Rebs
Collin Sexton,1.5,3-PT Made
Collin Sexton,1.5,Turnovers
Collin Sexton,19.5,Points
Collin Sexton,7.5,Rebs+Asts
Andrew Wiggins,14.5,Pts+Asts
Andrew Wiggins,16.5,Pts+Rebs
Andrew Wiggins,18.5,Pts+Rebs+Asts
Andrew Wiggins,12.5,Points
John Collins,12.5,Pts+Asts
John Collins,11.5,Points
John Collins,18.5,Pts+Rebs
John Collins,0.5,Steals
John Collins,19.5,Pts+Rebs+Asts
Klay Thompson,21.5,Pts+Rebs
Klay Thompson,23.5,Pts+Rebs+Asts
Klay Thompson,1.5,Turnovers
Klay Thompson,0.5,Blocked Shots
Klay Thompson,3.5,3-PT Made
Klay Thompson,18.5,Points
Klay Thompson,20.5,Pts+Asts
Lauri Markkanen,35.5,Pts+Rebs
Lauri Markkanen,11.5,Rebs+Asts
Lauri Markkanen,37.5,Pts+Rebs+Asts
Lauri Markkanen,1.5,Blks+Stls
Lauri Markkanen,28.5,Pts+Asts
Lauri Markkanen,26.5,Points
Stephen Curry,1.5,Blks+Stls
Stephen Curry,31.5,Pts+Rebs
Stephen Curry,33.5,Pts+Asts
Stephen Curry,37.5,Pts+Rebs+Asts
Stephen Curry,0.5,Blocked Shots
Stephen Curry,3.5,Rebounds
Simone Fontecchio,10.5,Pts+Rebs
Simone Fontecchio,1.5,3-PT Made
Simone Fontecchio,7.5,Points
Kevon Looney,5.5,Rebounds
Kevon Looney,10.5,Pts+Rebs
Kris Dunn,8.5,Rebs+Asts
Kris Dunn,10.5,Pts+Asts
